,Application Time,User Mark,Headset Position x,Headset Position y,Headset Position z,Headset Position error,Headset Orientation Quaternion x,Headset Orientation Quaternion y,Headset Orientation Quaternion z,Headset Orientation Quaternion w,Headset Orientation Quaternion error,Combined Gaze Ray pos x,Combined Gaze Ray pos y,Combined Gaze Ray pos z,Combined Gaze Ray dir x,Combined Gaze Ray dir y,Combined Gaze Ray dir z,Combined Gaze Ray error,Gaze Depth,Gaze Depth error,Eye Ray left pos x,Eye Ray left pos y,Eye Ray left pos z,Eye Ray left dir x,Eye Ray left dir y,Eye Ray left dir z,Eye Ray left error,Eye Ray right pos x,Eye Ray right pos y,Eye Ray right pos z,Eye Ray right dir x,Eye Ray right dir y,Eye Ray right dir z,Eye Ray right error,Eye Ray Raw left pos x,Eye Ray Raw left pos y,Eye Ray Raw left pos z,Eye Ray Raw left dir x,Eye Ray Raw left dir y,Eye Ray Raw left dir z,Eye Ray Raw left error,Eye Ray Raw right pos x,Eye Ray Raw right pos y,Eye Ray Raw right pos z,Eye Ray Raw right dir x,Eye Ray Raw right dir y,Eye Ray Raw right dir z,Eye Ray Raw right error,Eye State left,Eye State left error,Eye State right,Eye State right error,Pupil Radius (millimeters) left,Pupil Radius (millimeters) left error,Pupil Radius (millimeters) right,Pupil Radius (millimeters) right error,Gazed Object,Gazed Object error,Eye Torsion (degrees) left,Eye Torsion (degrees) left error,Eye Torsion (degrees) right,Eye Torsion (degrees) right error,User Presence,User Presence error,User Attention Shift,User Attention Shift error,IPD (millimeters),IPD (millimeters) error,IOD (millimeters),IOD (millimeters) error,Eyeball Radius (millimiters) left,Eyeball Radius (millimiters) left error,Eyeball Radius (millimiters) right,Eyeball Radius (millimiters) right error,Screen Gaze left x,Screen Gaze left y,Screen Gaze left error,Screen Gaze right x,Screen Gaze right y,Screen Gaze right error,Eye Shape left point 0 x,Eye Shape left point 0 y,Eye Shape left point 1 x,Eye Shape left point 1 y,Eye Shape left point 2 x,Eye Shape left point 2 y,Eye Shape left point 3 x,Eye Shape left point 3 y,Eye Shape left point 4 x,Eye Shape left point 4 y,Eye Shape left point 5 x,Eye Shape left point 5 y,Eye Shape left point 6 x,Eye Shape left point 6 y,Eye Shape left point 7 x,Eye Shape left point 7 y,Eye Shape left point 8 x,Eye Shape left point 8 y,Eye Shape left point 9 x,Eye Shape left point 9 y,Eye Shape left point 10 x,Eye Shape left point 10 y,Eye Shape left point 11 x,Eye Shape left point 11 y,Eye Shape left error,Eye Shape right point 0 x,Eye Shape right point 0 y,Eye Shape right point 1 x,Eye Shape right point 1 y,Eye Shape right point 2 x,Eye Shape right point 2 y,Eye Shape right point 3 x,Eye Shape right point 3 y,Eye Shape right point 4 x,Eye Shape right point 4 y,Eye Shape right point 5 x,Eye Shape right point 5 y,Eye Shape right point 6 x,Eye Shape right point 6 y,Eye Shape right point 7 x,Eye Shape right point 7 y,Eye Shape right point 8 x,Eye Shape right point 8 y,Eye Shape right point 9 x,Eye Shape right point 9 y,Eye Shape right point 10 x,Eye Shape right point 10 y,Eye Shape right point 11 x,Eye Shape right point 11 y,Eye Shape right error,Pupil Shape left center x,Pupil Shape left center y,Pupil Shape left size x,Pupil Shape left size y,Pupil Shape left angle (degrees),Pupil Shape left error,Pupil Shape right center x,Pupil Shape right center y,Pupil Shape right size x,Pupil Shape right size y,Pupil Shape right angle (degrees),Pupil Shape right error
,10.1814,,0.00400,0.15381,0.04925,,-0.03531,0.00363,-0.01186,0.99930,,0.00000,0.00000,0.00000,-0.10058,-0.07086,0.99240,,1.02111,,-0.03150,0.00000,0.00000,-0.09437,-0.06278,0.99356,,0.03150,0.00000,0.00000,-0.10579,-0.07758,0.99136,,-0.03150,0.00000,0.00000,-0.07773,-0.05528,0.99544,,0.03150,0.00000,0.00000,-0.09149,-0.07470,0.99300,,Opened,,Opened,,2.03,,2.00,,,,1.786,Data_LowAccuracy,2.605,,1,,0,,66.64,,67.56,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.10308,-0.05931,,-0.10544,-0.07616,,224.53,167.02,199.86,168.48,175.18,170.28,150.51,170.94,125.83,169.76,101.15,166.78,76.48,162.83,101.15,134.78,125.83,118.14,150.51,112.46,175.18,118.00,199.86,135.66,,92.92,166.78,119.75,167.83,146.59,168.25,173.43,168.64,200.27,169.26,227.11,170.01,253.94,170.48,227.11,136.41,200.27,117.42,173.43,109.98,146.59,113.55,119.75,130.65,,150.12,136.73,27.10,28.61,12.170,,163.52,134.87,27.99,27.37,75.681,
,10.1956,,0.00402,0.15381,0.04925,,-0.03532,0.00363,-0.01191,0.99930,,0.00000,0.00000,0.00000,-0.09071,-0.06773,0.99357,Data_LowAccuracy,1.11588,,-0.03150,0.00000,0.00000,-0.08517,-0.05804,0.99467,,0.03150,0.00000,0.00000,-0.09573,-0.07658,0.99246,,-0.03150,0.00000,0.00000,-0.06890,-0.04994,0.99637,,0.03150,0.00000,0.00000,-0.07846,-0.07606,0.99401,,Opened,,Opened,,2.00,,1.99,,,,1.747,Data_LowAccuracy,2.551,,1,,0,,66.70,,67.55,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.09315,-0.05474,,-0.09479,-0.07514,,224.53,167.02,199.86,168.48,175.18,170.28,150.51,170.94,125.83,169.76,101.15,166.78,76.48,162.83,101.15,134.78,125.83,118.14,150.51,112.46,175.18,118.00,199.86,135.66,,92.92,166.78,119.75,167.83,146.59,168.25,173.43,168.64,200.27,169.26,227.11,170.01,253.94,170.48,227.11,136.41,200.27,117.42,173.43,109.98,146.59,113.55,119.75,130.65,,150.51,136.65,26.74,28.32,6.376,,164.25,134.87,27.01,28.28,22.316,
,10.2099,,0.00403,0.15381,0.04926,,-0.03529,0.00360,-0.01196,0.99930,,0.00000,0.00000,0.00000,-0.08034,-0.06329,0.99476,,1.23165,,-0.03150,0.00000,0.00000,-0.07014,-0.05128,0.99622,,0.03150,0.00000,0.00000,-0.08889,-0.07464,0.99324,,-0.03150,0.00000,0.00000,-0.05841,-0.04620,0.99722,,0.03150,0.00000,0.00000,-0.07339,-0.07302,0.99463,,Opened,,Opened,,2.03,,1.98,,,,6.372,Data_LowAccuracy,2.656,,1,,0,,66.75,,67.49,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.07741,-0.04829,,-0.08737,-0.07325,,224.53,167.02,199.86,168.48,175.18,170.28,150.51,170.94,125.83,169.76,101.15,166.78,76.48,162.83,101.15,134.78,125.83,118.14,150.51,112.46,175.18,118.00,199.86,135.66,,92.92,166.78,119.75,167.83,146.59,168.25,173.43,168.64,200.27,169.26,227.11,170.01,253.94,170.48,227.11,136.41,200.27,117.42,173.43,109.98,146.59,113.55,119.75,130.65,,150.88,136.62,28.23,27.50,84.847,,164.90,134.76,26.93,28.01,10.132,
,10.2241,,0.00404,0.15380,0.04927,,-0.03523,0.00359,-0.01199,0.99930,,0.00000,0.00000,0.00000,-0.07392,-0.06188,0.99534,,1.10718,,-0.03150,0.00000,0.00000,-0.06583,-0.04898,0.99663,,0.03150,0.00000,0.00000,-0.08081,-0.07473,0.99392,,-0.03150,0.00000,0.00000,-0.05501,-0.04335,0.99754,,0.03150,0.00000,0.00000,-0.06617,-0.07557,0.99494,,Opened,,Opened,,2.00,,1.99,,,,6.428,Data_LowAccuracy,2.432,,1,,0,,66.69,,67.45,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.07206,-0.04572,,-0.07856,-0.07307,,224.53,167.02,199.86,168.48,175.18,170.28,150.51,170.94,125.83,169.76,101.15,166.78,76.48,162.83,101.15,134.78,125.83,118.14,150.51,112.46,175.18,118.00,199.86,135.66,,92.92,166.78,119.75,167.83,146.59,168.25,173.43,168.64,200.27,169.26,227.11,170.01,253.94,170.48,227.11,136.41,200.27,117.42,173.43,109.98,146.59,113.55,119.75,130.65,,151.72,136.56,26.35,28.59,5.945,,165.34,134.71,26.97,28.10,9.327,
,10.2385,,0.00405,0.15380,0.04929,,-0.03517,0.00363,-0.01202,0.99930,,0.00000,0.00000,0.00000,-0.06701,-0.06411,0.99569,Data_LowAccuracy,1.25315,,-0.03150,0.00000,0.00000,-0.06509,-0.04840,0.99670,,0.03150,0.00000,0.00000,-0.06021,-0.08563,0.99451,,-0.03150,0.00000,0.00000,-0.05907,-0.04290,0.99733,,0.03150,0.00000,0.00000,-0.04102,-0.09530,0.99460,,Opened,,Opened,,2.01,,1.97,,,,6.112,Data_LowAccuracy,2.479,,1,,0,,66.76,,67.12,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.07119,-0.04515,,-0.05908,-0.08159,,224.53,167.02,199.86,168.48,175.18,170.28,150.51,170.94,125.83,169.76,101.15,166.78,76.48,162.83,101.15,134.78,125.83,118.14,150.51,112.46,175.18,118.00,199.86,135.66,,94.37,165.68,121.09,167.49,147.81,168.43,174.53,169.00,201.24,169.50,227.96,169.99,254.68,170.35,227.96,137.14,201.24,117.89,174.53,110.21,147.81,113.89,121.09,130.97,,152.03,136.40,26.79,28.60,9.264,,165.75,134.82,27.80,27.00,78.999,
,10.2527,,0.00407,0.15379,0.04931,,-0.03512,0.00369,-0.01206,0.99930,,0.00000,0.00000,0.00000,-0.07062,-0.06149,0.99561,,1.18045,,-0.03150,0.00000,0.00000,-0.06718,-0.04671,0.99665,,0.03150,0.00000,0.00000,-0.07528,-0.07770,0.99413,,-0.03150,0.00000,0.00000,-0.07798,-0.04062,0.99613,,0.03150,0.00000,0.00000,-0.09642,-0.07062,0.99283,,Opened,,Opened,,2.03,,2.04,,,,2.339,,2.031,,1,,0,,66.73,,67.01,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.07266,-0.04388,,-0.06969,-0.07596,,224.53,167.02,199.86,168.48,175.18,170.28,150.51,170.94,125.83,169.76,101.15,166.78,76.48,162.83,101.15,134.78,125.83,118.14,150.51,112.46,175.18,118.00,199.86,135.66,,94.37,165.68,121.09,167.49,147.81,168.43,174.53,169.00,201.24,169.50,227.96,169.99,254.68,170.35,227.96,137.14,201.24,117.89,174.53,110.21,147.81,113.89,121.09,130.97,,149.55,136.60,27.56,28.52,9.431,,163.00,134.84,28.68,27.71,82.195,
,10.2670,,0.00408,0.15379,0.04931,,-0.03510,0.00373,-0.01209,0.99930,,0.00000,0.00000,0.00000,-0.07934,-0.06031,0.99502,,1.16902,,-0.03150,0.00000,0.00000,-0.07138,-0.04668,0.99636,,0.03150,0.00000,0.00000,-0.08935,-0.07415,0.99324,,-0.03150,0.00000,0.00000,-0.08679,-0.04637,0.99515,,0.03150,0.00000,0.00000,-0.11020,-0.06881,0.99153,,Opened,,Opened,,2.03,,2.02,,,,2.517,Data_LowAccuracy,2.771,,1,,0,,66.72,,67.15,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.07633,-0.04383,,-0.08461,-0.07281,,224.53,167.02,199.86,168.48,175.18,170.28,150.51,170.94,125.83,169.76,101.15,166.78,76.48,162.83,101.15,134.78,125.83,118.14,150.51,112.46,175.18,118.00,199.86,135.66,,92.97,166.81,120.06,167.89,147.14,168.61,174.22,169.28,201.30,170.01,228.39,170.78,255.47,171.37,228.39,135.64,201.30,116.71,174.22,109.71,147.14,113.47,120.06,130.46,,148.75,137.15,28.20,27.64,81.987,,162.31,134.81,28.21,27.65,75.216,
,10.2812,,0.00408,0.15379,0.04932,,-0.03507,0.00370,-0.01210,0.99930,,0.00000,0.00000,0.00000,-0.08377,-0.06044,0.99465,,1.16290,,-0.03150,0.00000,0.00000,-0.07659,-0.04716,0.99595,,0.03150,0.00000,0.00000,-0.09232,-0.07403,0.99297,,-0.03150,0.00000,0.00000,-0.09262,-0.04855,0.99452,,0.03150,0.00000,0.00000,-0.10538,-0.07342,0.99172,,Opened,,Opened,,2.02,,2.01,,,,1.988,Data_LowAccuracy,2.905,,1,,0,,66.72,,67.15,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.08102,-0.04421,,-0.08809,-0.07266,,224.53,167.02,199.86,168.48,175.18,170.28,150.51,170.94,125.83,169.76,101.15,166.78,76.48,162.83,101.15,134.78,125.83,118.14,150.51,112.46,175.18,118.00,199.86,135.66,,92.97,166.81,120.06,167.89,147.14,168.61,174.22,169.28,201.30,170.01,228.39,170.78,255.47,171.37,228.39,135.64,201.30,116.71,174.22,109.71,147.14,113.47,120.06,130.46,,148.91,136.63,26.95,28.69,9.937,,162.42,134.97,27.99,27.57,73.566,
,10.2956,,0.00407,0.15379,0.04932,,-0.03508,0.00364,-0.01206,0.99931,,0.00000,0.00000,0.00000,-0.09891,-0.06291,0.99311,,1.08531,,-0.03150,0.00000,0.00000,-0.11374,-0.05775,0.99183,,0.03150,0.00000,0.00000,-0.09485,-0.07331,0.99279,,-0.03150,0.00000,0.00000,-0.13282,-0.06355,0.98910,,0.03150,0.00000,0.00000,-0.10419,-0.06928,0.99214,,Opened,,Opened,,2.02,,2.03,,,,2.285,,2.656,,1,,0,,66.68,,67.28,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.11592,-0.05309,,-0.09095,-0.07199,,224.53,167.02,199.86,168.48,175.18,170.28,150.51,170.94,125.83,169.76,101.15,166.78,76.48,162.83,101.15,134.78,125.83,118.14,150.51,112.46,175.18,118.00,199.86,135.66,,92.97,166.81,120.06,167.89,147.14,168.61,174.22,169.28,201.30,170.01,228.39,170.78,255.47,171.37,228.39,135.64,201.30,116.71,174.22,109.71,147.14,113.47,120.06,130.46,,149.26,136.63,26.95,28.59,11.064,,162.66,134.73,27.61,28.50,23.288,
,10.3098,,0.00404,0.15379,0.04931,,-0.03511,0.00358,-0.01200,0.99931,,0.00000,0.00000,0.00000,-0.10031,-0.06426,0.99288,,1.05647,,-0.03150,0.00000,0.00000,-0.11593,-0.05827,0.99155,,0.03150,0.00000,0.00000,-0.09414,-0.07450,0.99277,,-0.03150,0.00000,0.00000,-0.12673,-0.06110,0.99005,,0.03150,0.00000,0.00000,-0.08864,-0.08295,0.99260,,Opened,,Opened,,2.03,,2.03,,,,2.723,,2.808,,1,,0,,66.66,,67.32,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.11936,-0.05388,,-0.09045,-0.07285,,224.53,167.02,199.86,168.48,175.18,170.28,150.51,170.94,125.83,169.76,101.15,166.78,76.48,162.83,101.15,134.78,125.83,118.14,150.51,112.46,175.18,118.00,199.86,135.66,,92.97,166.81,120.06,167.89,147.14,168.61,174.22,169.28,201.30,170.01,228.39,170.78,255.47,171.37,228.39,135.64,201.30,116.71,174.22,109.71,147.14,113.47,120.06,130.46,,149.89,136.47,26.94,28.98,16.570,,163.21,135.11,28.37,27.89,74.298,
,10.3243,,0.00402,0.15380,0.04930,,-0.03517,0.00354,-0.01194,0.99930,,0.00000,0.00000,0.00000,-0.10033,-0.06425,0.99288,,1.12477,,-0.03150,0.00000,0.00000,-0.11640,-0.05836,0.99149,,0.03150,0.00000,0.00000,-0.09194,-0.07339,0.99306,,-0.03150,0.00000,0.00000,-0.12162,-0.05974,0.99078,,0.03150,0.00000,0.00000,-0.08055,-0.06813,0.99442,,Opened,,Opened,,2.03,,2.00,,,,2.514,,2.574,,1,,0,,66.70,,67.33,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.12032,-0.05409,,-0.08863,-0.07207,,224.53,167.02,199.86,168.48,175.18,170.28,150.51,170.94,125.83,169.76,101.15,166.78,76.48,162.83,101.15,134.78,125.83,118.14,150.51,112.46,175.18,118.00,199.86,135.66,,92.97,166.81,120.06,167.89,147.14,168.61,174.22,169.28,201.30,170.01,228.39,170.78,255.47,171.37,228.39,135.64,201.30,116.71,174.22,109.71,147.14,113.47,120.06,130.46,,150.07,136.57,28.14,27.77,75.828,,163.69,134.65,27.23,28.30,11.501,
,10.3387,,0.00399,0.15381,0.04928,,-0.03523,0.00350,-0.01187,0.99930,,0.00000,0.00000,0.00000,-0.09807,-0.06266,0.99320,,1.07186,,-0.03150,0.00000,0.00000,-0.10871,-0.05535,0.99253,,0.03150,0.00000,0.00000,-0.09037,-0.07126,0.99336,,-0.03150,0.00000,0.00000,-0.09525,-0.05048,0.99417,,0.03150,0.00000,0.00000,-0.08110,-0.06601,0.99452,,Opened,,Opened,,2.04,,2.01,,,,2.095,,2.781,,1,,0,,66.67,,67.38,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.11476,-0.05212,,-0.08731,-0.07053,,224.53,167.02,199.86,168.48,175.18,170.28,150.51,170.94,125.83,169.76,101.15,166.78,76.48,162.83,101.15,134.78,125.83,118.14,150.51,112.46,175.18,118.00,199.86,135.66,,92.97,166.81,120.06,167.89,147.14,168.61,174.22,169.28,201.30,170.01,228.39,170.78,255.47,171.37,228.39,135.64,201.30,116.71,174.22,109.71,147.14,113.47,120.06,130.46,,150.68,136.37,27.85,28.28,42.378,,164.18,134.52,27.20,28.54,9.078,
,10.3528,,0.00397,0.15381,0.04926,,-0.03529,0.00343,-0.01181,0.99930,,0.00000,0.00000,0.00000,-0.09517,-0.06245,0.99350,,1.27999,,-0.03150,0.00000,0.00000,-0.10655,-0.05450,0.99281,,0.03150,0.00000,0.00000,-0.08522,-0.07170,0.99378,,-0.03150,0.00000,0.00000,-0.09476,-0.05029,0.99423,,0.03150,0.00000,0.00000,-0.06887,-0.07348,0.99492,,Opened,,Opened,,2.09,,2.02,,,,5.866,Data_LowAccuracy,2.523,,1,,0,,66.77,,67.29,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.11280,-0.05142,,-0.08243,-0.07081,,224.53,167.02,199.86,168.48,175.18,170.28,150.51,170.94,125.83,169.76,101.15,166.78,76.48,162.83,101.15,134.78,125.83,118.14,150.51,112.46,175.18,118.00,199.86,135.66,,93.04,166.73,119.83,167.90,146.62,168.54,173.41,169.01,200.20,169.51,226.99,170.07,253.78,170.58,226.99,136.17,200.20,116.87,173.41,109.65,146.62,113.92,119.83,131.52,,150.67,136.74,29.07,28.50,79.852,,164.67,134.54,27.61,28.40,11.189,
,10.3672,,0.00393,0.15382,0.04924,,-0.03536,0.00335,-0.01173,0.99930,,0.00000,0.00000,0.00000,-0.07170,-0.05564,0.99587,,1.04074,,-0.03150,0.00000,0.00000,-0.06576,-0.03172,0.99733,,0.03150,0.00000,0.00000,-0.07096,-0.07306,0.99480,,-0.03150,0.00000,0.00000,-0.04972,-0.02332,0.99849,,0.03150,0.00000,0.00000,-0.05102,-0.07552,0.99584,,Opened,,Opened,,2.04,,2.02,,,,6.044,Data_LowAccuracy,2.460,,1,,0,,66.65,,67.39,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.07604,-0.03328,,-0.06808,-0.07180,,224.27,167.99,199.50,168.73,174.73,170.22,149.97,170.77,125.20,169.55,100.44,166.61,75.67,162.86,100.44,134.29,125.20,117.42,149.97,111.39,174.73,116.57,199.50,134.52,,93.04,166.73,119.83,167.90,146.62,168.54,173.41,169.01,200.20,169.51,226.99,170.07,253.78,170.58,226.99,136.17,200.20,116.87,173.41,109.65,146.62,113.92,119.83,131.52,,151.99,136.15,26.90,29.00,9.993,,165.35,134.48,27.64,28.50,177.612,
,10.3815,,0.00391,0.15383,0.04922,,-0.03542,0.00329,-0.01166,0.99930,,0.00000,0.00000,0.00000,-0.06823,-0.05429,0.99619,,1.28398,,-0.03150,0.00000,0.00000,-0.06563,-0.03095,0.99736,,0.03150,0.00000,0.00000,-0.06367,-0.07350,0.99526,,-0.03150,0.00000,0.00000,-0.06387,-0.02392,0.99767,,0.03150,0.00000,0.00000,-0.04523,-0.07487,0.99617,,Opened,,Opened,,2.07,,2.02,,,,1.799,,2.126,,1,,0,,66.78,,67.27,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.07505,-0.03195,,-0.06041,-0.07215,,224.27,167.99,199.50,168.73,174.73,170.22,149.97,170.77,125.20,169.55,100.44,166.61,75.67,162.86,100.44,134.29,125.20,117.42,149.97,111.39,174.73,116.57,199.50,134.52,,93.04,166.73,119.83,167.90,146.62,168.54,173.41,169.01,200.20,169.51,226.99,170.07,253.78,170.58,226.99,136.17,200.20,116.87,173.41,109.65,146.62,113.92,119.83,131.52,,151.62,136.20,28.63,28.02,85.590,,165.61,134.49,27.40,28.53,10.870,
,10.3956,,0.00389,0.15383,0.04921,,-0.03545,0.00327,-0.01161,0.99930,,0.00000,0.00000,0.00000,-0.10389,-0.04351,0.99364,,2.92465,,-0.03150,0.00000,0.00000,-0.20871,-0.00747,0.97795,,0.03150,0.00000,0.00000,-0.04724,-0.07484,0.99608,,-0.03150,0.00000,0.00000,-0.20849,-0.00757,0.97800,,0.03150,0.00000,0.00000,-0.03120,-0.07467,0.99672,,Opened,,Opened,,2.00,,2.01,,,,1.127,,2.005,,1,,0,,67.07,,65.67,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.21892,-0.01210,,-0.04333,-0.07325,,224.27,167.99,199.50,168.73,174.73,170.22,149.97,170.77,125.20,169.55,100.44,166.61,75.67,162.86,100.44,134.29,125.20,117.42,149.97,111.39,174.73,116.57,199.50,134.52,,93.04,166.73,119.83,167.90,146.62,168.54,173.41,169.01,200.20,169.51,226.99,170.07,253.78,170.58,226.99,136.17,200.20,116.87,173.41,109.65,146.62,113.92,119.83,131.52,,153.05,136.14,27.05,28.78,11.193,,166.48,134.64,28.41,27.43,83.363,
,10.4099,,0.00387,0.15383,0.04921,,-0.03546,0.00329,-0.01156,0.99930,,0.00000,0.00000,0.00000,-0.10543,-0.04325,0.99349,,2.92465,,-0.03150,0.00000,0.00000,-0.20872,-0.00747,0.97795,,0.03150,0.00000,0.00000,-0.03898,-0.07473,0.99644,,-0.03150,0.00000,0.00000,-0.20920,-0.00829,0.97784,,0.03150,0.00000,0.00000,-0.02054,-0.07453,0.99701,,Opened,,Opened,,2.05,,2.02,,,,3.762,,2.305,,1,,0,,67.07,,65.67,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.21893,-0.01211,,-0.03500,-0.07320,,224.27,167.99,199.50,168.73,174.73,170.22,149.97,170.77,125.20,169.55,100.44,166.61,75.67,162.86,100.44,134.29,125.20,117.42,149.97,111.39,174.73,116.57,199.50,134.52,,93.04,166.73,119.83,167.90,146.62,168.54,173.41,169.01,200.20,169.51,226.99,170.07,253.78,170.58,226.99,136.17,200.20,116.87,173.41,109.65,146.62,113.92,119.83,131.52,,152.99,136.18,27.56,29.77,42.792,,166.89,134.60,27.70,28.36,156.406,
,10.4243,,0.00386,0.15383,0.04921,,-0.03545,0.00334,-0.01150,0.99930,,0.00000,0.00000,0.00000,-0.02041,-0.07526,0.99695,,1.12915,,-0.03150,0.00000,0.00000,-0.01822,-0.07611,0.99693,,0.03150,0.00000,0.00000,-0.03489,-0.07466,0.99660,,-0.03150,0.00000,0.00000,-0.01865,-0.07607,0.99693,,0.03150,0.00000,0.00000,-0.02304,-0.07436,0.99697,,Opened,,Opened,,2.06,,2.03,,,,3.212,,2.543,,1,,0,,66.70,,67.32,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.02109,-0.06912,,-0.03042,-0.07312,,224.27,167.99,199.50,168.73,174.73,170.22,149.97,170.77,125.20,169.55,100.44,166.61,75.67,162.86,100.44,134.29,125.20,117.42,149.97,111.39,174.73,116.57,199.50,134.52,,93.04,166.73,119.83,167.90,146.62,168.54,173.41,169.01,200.20,169.51,226.99,170.07,253.78,170.58,226.99,136.17,200.20,116.87,173.41,109.65,146.62,113.92,119.83,131.52,,153.88,136.11,27.53,28.97,10.077,,167.50,134.58,28.11,28.41,9.733,
,10.4387,,0.00385,0.15383,0.04920,,-0.03547,0.00340,-0.01143,0.99930,,0.00000,0.00000,0.00000,-0.02041,-0.07526,0.99695,,1.12915,,-0.03150,0.00000,0.00000,-0.01822,-0.07611,0.99693,,0.03150,0.00000,0.00000,-0.03489,-0.07466,0.99660,,-0.03150,0.00000,0.00000,-0.01865,-0.07607,0.99693,,0.03150,0.00000,0.00000,-0.02304,-0.07436,0.99697,,Opened,,Opened,,2.06,,2.03,,,,3.212,,2.543,,1,,0,,66.70,,67.32,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.02109,-0.06912,,-0.03042,-0.07312,,224.27,167.99,199.50,168.73,174.73,170.22,149.97,170.77,125.20,169.55,100.44,166.61,75.67,162.86,100.44,134.29,125.20,117.42,149.97,111.39,174.73,116.57,199.50,134.52,,93.04,166.73,119.83,167.90,146.62,168.54,173.41,169.01,200.20,169.51,226.99,170.07,253.78,170.58,226.99,136.17,200.20,116.87,173.41,109.65,146.62,113.92,119.83,131.52,,153.88,136.11,27.53,28.97,10.077,,167.50,134.58,28.11,28.41,9.733,
,10.4530,,0.00384,0.15384,0.04919,,-0.03551,0.00347,-0.01138,0.99930,,0.00000,0.00000,0.00000,-0.03036,-0.06458,0.99745,,1.11891,,-0.03150,0.00000,0.00000,-0.05585,-0.03965,0.99765,,0.03150,0.00000,0.00000,-0.03031,-0.07478,0.99674,,-0.03150,0.00000,0.00000,-0.05361,-0.03210,0.99805,,0.03150,0.00000,0.00000,-0.01854,-0.07486,0.99702,,Opened,,Opened,,2.09,,2.04,,,,1.749,,2.343,,1,,0,,66.70,,67.32,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.05282,-0.04262,,-0.02548,-0.07330,,224.27,167.99,199.50,168.73,174.73,170.22,149.97,170.77,125.20,169.55,100.44,166.61,75.67,162.86,100.44,134.29,125.20,117.42,149.97,111.39,174.73,116.57,199.50,134.52,,93.04,166.73,119.83,167.90,146.62,168.54,173.41,169.01,200.20,169.51,226.99,170.07,253.78,170.58,226.99,136.17,200.20,116.87,173.41,109.65,146.62,113.92,119.83,131.52,,154.09,136.20,28.93,28.31,83.596,,167.71,134.69,28.86,27.85,84.780,
,10.4670,,0.00384,0.15384,0.04918,,-0.03555,0.00352,-0.01137,0.99930,,0.00000,0.00000,0.00000,-0.01492,-0.06444,0.99781,,1.15572,,-0.03150,0.00000,0.00000,-0.02223,-0.04610,0.99869,,0.03150,0.00000,0.00000,-0.00575,-0.07888,0.99687,,-0.03150,0.00000,0.00000,-0.00250,-0.05122,0.99868,,0.03150,0.00000,0.00000,0.01340,-0.08078,0.99664,,Opened,,Opened,,2.09,,2.02,,,,1.462,,2.324,,1,,0,,66.72,,67.22,,13.50,Data_Uncalibrated,13.50,Data_Uncalibrated,-0.03014,-0.04341,,-0.00089,-0.07700,,226.36,168.58,200.81,168.84,175.26,170.45,149.71,171.21,124.16,170.14,98.61,167.48,73.06,164.69,98.61,136.29,124.16,117.96,149.71,110.64,175.26,115.55,200.81,134.25,,94.61,164.28,121.61,166.54,148.61,167.87,175.62,168.77,202.62,169.50,229.62,170.14,256.63,170.49,229.62,136.28,202.62,116.64,175.62,109.27,148.61,113.64,121.61,130.98,,154.91,135.86,27.85,29.36,13.106,,168.49,134.48,28.64,27.57,88.063,
